,SIGLAS,DEPENDENCIA,CLAVEUC,NOMBRE_DE_LA_UC,RESPONSABLE,NUMERO_EXPEDIENTE,TITULO_EXPEDIENTE,PLANTILLA_EXPEDIENTE,NUMERO_PROCEDIMIENTO,EXP_F_FALLO,PROC_F_PUBLICACION,FECHA_APERTURA_PROPOSICIONES,CARACTER,TIPO_CONTRATACION,TIPO_PROCEDIMIENTO,FORMA_PROCEDIMIENTO,CODIGO_CONTRATO,TITULO_CONTRATO,FECHA_INICIO,FECHA_FIN,IMPORTE_CONTRATO,MONEDA,ESTATUS_CONTRATO,ARCHIVADO,RAMO,CLAVE_PROGRAMA,APORTACION_FEDERAL,FECHA_CELEBRACION,CONTRATO_MARCO,COMPRA_CONSOLIDADA,PLURIANUAL,CLAVE_CARTERA_SHCP,ESTRATIFICACION_MUC,PROVEEDOR_CONTRATISTA,ESTRATIFICACION_MPC,ESTATUS_EMPRESA,CUENTA_ADMINISTRADA_POR,ANUNCIO
APF,ASA,Aeropuertos y Servicios Auxiliares,009JZL015,ASA-Administración del Aeropuerto Uruapan Licenciado y General Ignacio López Rayón,Andrés Alberto Montes Alanís,790450,ADQUISICION DE MATERIAL PARA TRABAJOS DE MANTENIMIENTO DEL AEROPUERTO,01. Licitación Pública Nacional LAASSP,LA-009JZL015-N9-2015,2015-04-30 00:00:00 GMT,2015-04-14 02:00,2015-04-28 10:00,Nacional,Adquisiciones,Licitación Pública,Mixta,737119,ADQUISICION DE MATERIAL PARA TRABAJOS DE MANTENIMIENTO DEL AEROPUERTO INTERNACIONAL DE URUAPAN,2015-05-07,2015-05-22,79920,MXN,Activo,No,,,,2015-05-07 00:00:00 GMT,0,0,0,,Micro,ROSALINDA ZAMBRANO ZAMORA,,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=535913
APF,ASA,Aeropuertos y Servicios Auxiliares,009JZL014,"ASA-AEROPUERTO INTERNACIONAL DE MATAMOROS, TAMAULIPAS. GRAL. SERVANDO CANALES",ENRIQUE ALBERTO MACIEL CERVANTES,810237,"REHABILITACIÓN  DE CERCADO  DE MALLA CICLÓNICA EN EL AEROPUERTO DE MATAMOROS, TA",22. Adjudicación Directa Nacional Art. 43 LOPSRM,AO-009JZL014-N4-2015,,,2015-05-05 00:00:00 GMT,Nacional,Obra Pública,Adjudicación Directa Federal,Mixta,735387,"REHABILITACIÓN  DE CERCADO  DE MALLA CICLÓNICA EN EL AEROPUERTO DE MATAMOROS, TAMAULIPAS",2015-05-05,2015-05-11,37661.66,MXN,Expirado,No,,,,2015-05-05 00:00:00 GMT,0,0,0,,Micro,ING. EMILIO FUENTES LOREDO,,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=551099
APF,ASA,Aeropuertos y Servicios Auxiliares,009JZL001,ASA-Gerencia de Licitaciones 2,Miguel Ángel Bustos Guerrero,797068,INV. N17 PREST. SERV. OBRA PUB. SUB. CONST.,19. Invitación a cuando menos tres Nacional LOPSRM,IO-009JZL001-N17-2015,2015-04-29 00:00:00 GMT,2015-04-10 17:41,2015-04-20 10:00,Nacional,Servicios Relacionados con la OP,Invitación a Cuando Menos 3 Personas,Mixta,735442,"PRESTACIÓN DE SERVICIOS RELACIONADOS CON LA OBRA PÚBLICA EN MATERIA LEGAL, TÉCNICA Y ADMINISTRATIVA A LA SUBDIRECCIÓN DE CONSTRUCCIÓN Y SUPERVISIÓN, DANDO APOYO A LAS RESIDENCIAS DE OBRAS PARA LLEVAR EL CONTROL Y SEGUIMIENTO DE LA EJECUCIÓN DE LOS TRABAJOS",2015-05-05,2015-12-31,4902477.43,MXN,Activo,No,,,,2015-05-05 00:00:00 GMT,0,0,0,,Pequeña,GRUPO INTEGRAL DE SUPERVISION ASESORIA Y SERVICIOS SC,Micro,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=540929
APF,ASA,Aeropuertos y Servicios Auxiliares,009JZL008,ASA-AEROPUEROS Y SERVICIOS  AUXILIARES,ALEJANDRO HERNANDEZ ORTEGA,810813,SERVICIO DE MANTTO. AL SIST. DE BOMBEO DE TURBOSINA EN APTO I. QUETZALCOATL,07. Adjudicación Directa Nacional Art. 42 LAASSP,AA-009JZL008-N8-2015,,,2015-04-30 00:00:00 GMT,Nacional,Servicios,Adjudicación Directa Federal,Mixta,735917, SERVICIO DE MANTTO. AL SIST. DE BOMBEO DE TURBOSINA EN APTO I. QUETZALCOATL ,2015-05-03,2015-05-08,85450,MXN,Expirado,No,,,,2015-05-04 00:00:00 GMT,0,0,0,,Micro,JUAN ANTONIO MOSIÑO VAZQUEZ,Pequeña,Habilitado,PoC,
APF,ASA,Aeropuertos y Servicios Auxiliares,009JZL001,ASA-Gerencia de Licitaciones 2,Miguel Ángel Bustos Guerrero,696591,IO N129 CONSTRUCCION TALLER MANTTO. PLATAFORMA AEROPUERTO DE LA CD. MEXICO,19. Invitación a cuando menos tres Nacional LOPSRM,IO-009JZL001-N129-2014,2014-11-13 00:00:00 GMT,2014-10-21 11:03,2014-11-05 11:30,Nacional,Obra Pública,Invitación a Cuando Menos 3 Personas,Mixta,733600,CONSTRUCCIÓN DE TALLER DE MANTENIMIENTO EN PLATAFORMA EN EL AEROPUERTO INTERNACIONAL DE LA CIUDAD DE MÉXICO,2015-04-30,2015-06-05,5789591.73,MXN,Activo,No,,,,2015-04-29 00:00:00 GMT,0,0,1,,Pequeña,ITOCO SA DE CV,Pequeña,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=469606
APF,ASA,Aeropuertos y Servicios Auxiliares,009JZL001,ASA-Gerencia de Licitaciones 2,Miguel Ángel Bustos Guerrero,787171,AO N7 SUPERVISION REHABILITACION MANTTO. CIMENTACION TANQUES ALMACEN. EN MEXICO,22. Adjudicación Directa Nacional Art. 43 LOPSRM,AO-009JZL001-N7-2015,,2015-04-07 19:50,2015-04-13 10:00,Nacional,Servicios Relacionados con la OP,Adjudicación Directa Federal,Mixta,725333,"SUPERVISIÓN DE LA REHABILITACIÓN Y MANTENIMIENTO DE LA CIMENTACIÓN DE LOS TANQUES DE ALMACENAMIENTO DE COMBUSTIBLES, CONSISTENTES EN RECIMENTACIÓN Y RENIVELACIÓN DE LOS TANQUES DE ALMACENAMIENTO NÚMEROS 1,3,4,8 Y 13 Y COMPLEMENTO DEL TANQUE NÚMERO 6 EN LA ",2015-04-28,2015-11-13,173414.6,MXN,Activo,No,,,,2015-04-27 00:00:00 GMT,0,0,0,,Micro,H. I. CONSTRUCCIONES SA DE CV,Micro,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=539016
APF,ASA,Aeropuertos y Servicios Auxiliares,009JZL015,ASA-Administración del Aeropuerto Uruapan Licenciado y General Ignacio López Rayón,Andrés Alberto Montes Alanís,784616,MANTENIMIENTO DE EQUIPO ELECTROMECANICO DEL AEROPUERTO INTERNACIONAL DE URUAPAN2,01. Licitación Pública Nacional LAASSP,LA-009JZL015-N7-2015,2015-04-21 00:00:00 GMT,2015-03-31 02:00,2015-04-14 10:00,Nacional,Servicios,Licitación Pública,Mixta,737123,MANTENIMIENTO DE EQUIPO ELECTROMECANICO DEL AEROPUERTO INTERNACIONAL DE URUAPAN (2a.),2015-04-27,2015-07-25,353765,MXN,Activo,No,,,,2015-04-27 00:00:00 GMT,0,0,0,,Micro,JOSE ANTONIO RAMIREZ CAZARES,,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=531475
APF,ASA,Aeropuertos y Servicios Auxiliares,009JZL010,ASA-Aeropuerto Internacional de Tepic,Rogelio Rosales Ramirez,773591,Mantenimiento y conservación a las instalaciones del Aeropuerto Tepic,16. Licitación Pública Nacional LOPSRM,LO-009JZL010-N3-2015,2015-04-10 00:00:00 GMT,2015-03-12 09:23,2015-03-27 10:00,Nacional,Obra Pública,Licitación Pública,Mixta,724047,Mantenimiento y conservación a las instalaciones del Aeropuerto Tepic,2015-04-27,2015-07-25,1676266.54,MXN,Activo,No,,,,2015-04-24 00:00:00 GMT,0,0,0,,Pequeña,GLY GRUPO CONSTRUCTOR S DE RL DE CV,Micro,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=527740
APF,ASA,Aeropuertos y Servicios Auxiliares,009JZL003,ASA-administración del Aeropuerto de Ciudad del Carmen Campeche,Moisés Ponce Espinosa,774482,CONSERVACION CIVIL EN EDIFICACIONES Y AREAS OPERACIONALES,16. Licitación Pública Nacional LOPSRM,LO-009JZL003-N5-2015,2015-04-10 00:00:00 GMT,2015-03-19 02:00,2015-04-07 09:00,Nacional,Obra Pública,Licitación Pública,Mixta,728893,"CONSERVACION CIVIL EN EDIFICACIONES Y AREAS OPERACIONALES EN EL AEROPUERTO INTERNACIONAL DE CIUDAD DEL CARMEN, CAMPECHE",2015-04-27,2015-08-24,1089546.36,MXN,Activo,No,,,,,0,0,0,,Mediana,CAMDEN CONSTRUCCIONES SA DE CV,Pequeña,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=524141
APF,ASA,Aeropuertos y Servicios Auxiliares,009JZL008,ASA-AEROPUEROS Y SERVICIOS  AUXILIARES,ALEJANDRO HERNANDEZ ORTEGA,782513,MANTENIMIENTO Y CONSER.  DE INMUEBLE Y TRAB COMP. APTO. INTERNAL. QUETZALCOATL,16. Licitación Pública Nacional LOPSRM,LO-009JZL008-N5-2015,2015-04-23 00:00:00 GMT,2015-03-26 02:00,2015-04-14 09:00,Nacional,Obra Pública,Licitación Pública,Mixta,735095,MANTENIMIENTO Y CONSER. DE INMUEBLE Y TRAB COMP. APTO. INTERNAL. QUETZALCOATL ,2015-04-26,2015-06-25,1141286,MXN,Activo,No,,,,2015-04-24 00:00:00 GMT,0,0,0,,Pequeña,PAVEL  ULISES VAZQUEZ SANCHEZ,,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=533292
APF,ASA,Aeropuertos y Servicios Auxiliares,009JZL001,ASA-Gerencia de Licitaciones 2,Miguel Ángel Bustos Guerrero,678439,SO N115 SUPERVISION CONTROL CALIDAD REHABILITACION EDIFICIO TERMINAL EN IXTEPEC,24. Adjudicación Directa Nacional Simplificada LOPSRM,SO-009JZL001-N115-2014,,2014-09-25 17:13,2014-10-03 12:30,Nacional,Servicios Relacionados con la OP,Adjudicación Directa Federal,,733570,"SUPERVISIÓN Y CONTROL DE CALIDAD DE LA REHABILITACIÓN EDIFICIO TERMINAL PASAJEROS (INCLUYE EQUIPAMIENTO) Y CONSTRUCCIÓN DEL EDIFICIO SEI (NUEVO); EN EL AEROPUERTO DE IXTEPEC, OAX.",2015-04-25,2015-05-30,288834.15,MXN,Activo,No,,,,2015-04-24 00:00:00 GMT,0,0,1,,Micro,"SAGREV-SOL, S.A. DE C.V.",,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=457203
APF,ASA,Aeropuertos y Servicios Auxiliares,009JZL009,ASA-Aeropuerto Internacional de Ciudad Obregón,ALEJANDRO CUELLAR GIL,804457,Recertificación obras para solventar observaciones,24. Adjudicación Directa Nacional Simplificada LOPSRM,SO-009JZL009-N20-2015,,,,Nacional,Obra Pública,Adjudicación Directa Federal,,728489,Recertificación obras para solventar observaciones,2015-04-24,2015-05-24,510806,MXN,Activo,No,,,,2015-04-24 00:00:00 GMT,0,0,0,,No MIPYME,MOLTES CONSTRUCTORA SA DE CV,Mediana,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=546437
APF,ASA,Aeropuertos y Servicios Auxiliares,009JZL009,ASA-Aeropuerto Internacional de Ciudad Obregón,ALEJANDRO CUELLAR GIL,804438,Rehabilitación drenaje colapsado baños ambulatorio,24. Adjudicación Directa Nacional Simplificada LOPSRM,SO-009JZL009-N19-2015,,,,Nacional,Obra Pública,Adjudicación Directa Federal,,728325,Rehabilitación drenaje colapsado baños ambulatorio,2015-04-24,2015-05-04,186075,MXN,Expirado,No,,,,2015-04-24 00:00:00 GMT,0,0,0,,No MIPYME,LUIS ANGEL RAMOS BRIONES,Micro,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=546417
APF,ASA,Aeropuertos y Servicios Auxiliares,009JZL018,ASA-ADMINISTRACION DEL AEROPUERTO DE LORETO,Jesus Porfirio Raygoza Rodriguez,769072,"MANTENIMIENTO Y REHABILITACIÓN DE EDIFICIOS, INSTALACIONES  Y OBRAS COMPLEMENTAR",16. Licitación Pública Nacional LOPSRM,LO-009JZL018-N4-2015,2015-04-07 00:00:00 GMT,2015-03-10 10:38,2015-03-25 11:00,Nacional,Obra Pública,Licitación Pública,Mixta,720319,"MANTENIMIENTO Y REHABILITACIÓN DE EDIFICIOS, INSTALACIONES  Y OBRAS COMPLEMENTARIAS EN EL AEROPUERTO INTERNACIONAL DE LORETO B.C.S.",2015-04-22,2015-05-21,1629070.64,MXN,Activo,No,,,,,0,1,0,,Pequeña,INGENIERIA Y ARQUITECTURA ESPECIALIZADA OMMS SC,Micro,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=520292
APF,ASA,Aeropuertos y Servicios Auxiliares,009JZL003,ASA-administración del Aeropuerto de Ciudad del Carmen Campeche,Moisés Ponce Espinosa,774959,MANTENIMIENTO A EQUIPOS ELECTROMECANICOS Y OBRAS COMPLEMENTARIAS,16. Licitación Pública Nacional LOPSRM,LO-009JZL003-N6-2015,2015-04-10 00:00:00 GMT,2015-03-19 02:00,2015-04-06 09:00,Nacional,Obra Pública,Licitación Pública,Mixta,728883,"MANTENIMIENTO A EQUIPOS ELECTROMECANICOS Y OBRAS COMPLEMENTARIAS EN EL AEROPUERTO INTERNACIONAL DE CIUDAD DEL CARMEN, CAMPECHE",2015-04-22,2015-08-19,1041246.37,MXN,Activo,No,,,,,0,0,0,,Mediana,GLY GRUPO CONSTRUCTOR S DE RL DE CV,Micro,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=524509
APF,ASA,Aeropuertos y Servicios Auxiliares,009JZL009,ASA-Aeropuerto Internacional de Ciudad Obregón,ALEJANDRO CUELLAR GIL,802816,Compra de llantas Estación Combustibles,12. Adjudicación Directa Nacional Simplificada LAASSP,SA-009JZL009-N18-2015,,,,Nacional,Adquisiciones,Adjudicación Directa Federal,,726148,Compra de llantas Estación Combustibles,2015-04-22,2015-05-22,32191.08,MXN,Activo,No,,,,2015-04-22 00:00:00 GMT,0,0,0,,No MIPYME,MET PAC SA DE CV,Pequeña,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=545063
APF,ASA,Aeropuertos y Servicios Auxiliares,009JZL018,ASA-ADMINISTRACION DEL AEROPUERTO DE LORETO,Jesus Porfirio Raygoza Rodriguez,769116,"SERVICIO DE MANTENIMIENTO A SUBESTACION ELÉCTRICA, HIDRONEUMÁTICO Y EQUIPOS ELEC",01. Licitación Pública Nacional LAASSP,LA-009JZL018-N5-2015,2015-04-08 00:00:00 GMT,2015-03-10 10:39,2015-03-26 11:00,Nacional,Servicios,Licitación Pública,Mixta,720349,"SERVICIO DE MANTENIMIENTO A SUBESTACION ELÉCTRICA, HIDRONEUMÁTICO Y EQUIPOS ELECTROMECANICOS DEL AEROPUERTO INTERNACIONAL DE LORETO B.C.S.",2015-04-20,2015-05-19,609790,MXN,Activo,No,,,,,0,1,0,,Pequeña,PROYECTOS SURIMA INDUSTRIALES DEL NORTE SA DE CV,Micro,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=520277
APF,ASA,Aeropuertos y Servicios Auxiliares,009JZL005,ASA-AEROPUERTO INTERNACIONAL DE PUERTO ESCONDIDO,JUAN MANUEL CARLOS ENRIQUE ACUÑA  LOPEZ,787889,REHABILITACION DE CERCADO PERIMETRAL Y OBRAS COMPLEMENTARIAS - PXM,22. Adjudicación Directa Nacional Art. 43 LOPSRM,AO-009JZL005-N12-2015,,2015-03-25 11:32,2015-04-01 10:00,Nacional,Obra Pública,Adjudicación Directa Federal,Mixta,719327,REHABILITACION DE CERCADO PERIMETRAL Y OBRAS COMPLEMENTARIAS EN EL AEROPUERTO INTERNACIONAL DE PUERTO ESCONDIDO,2015-04-20,2015-06-16,139490.41,MXN,Activo,No,,,,,0,0,0,,Pequeña,GLY GRUPO CONSTRUCTOR S DE RL DE CV,Micro,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=534008
APF,ASA,Aeropuertos y Servicios Auxiliares,009JZL982,ASA-AEROPUERTO INTERNACIONAL DE PUEBLA,JOSE DE JESÚS QUINTERO SEOANE,777942,REHABILITACION TAPIADO DE CRISTALES COBERTIZO DE BANDAS LLEGADAS INTERNACIONALES,16. Licitación Pública Nacional LOPSRM,LO-009JZL982-N8-2015,2015-04-13 00:00:00 GMT,2015-03-17 14:21,2015-04-07 09:00,Nacional,Obra Pública,Licitación Pública,Mixta,729313,REHABILITACION TAPIADO DE CRISTALES COBERTIZO DE BANDAS LLEGADAS INTERNACIONALES ,2015-04-17,2015-06-15,490022.92,MXN,Activo,No,,,,2015-04-16 00:00:00 GMT,0,0,0,,Pequeña,GLY GRUPO CONSTRUCTOR S DE RL DE CV,Micro,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=529329
APF,ASA,Aeropuertos y Servicios Auxiliares,009JZL002,ASA-Gerencia de Licitaciones 1,L.C. Luz Angelica Ortiz Arreola,799717,Contratación del servicio para la ambientación de un stand durante la Feria Aero,07. Adjudicación Directa Nacional Art. 42 LAASSP,AA-009JZL002-N52-2015,,2015-04-15 16:48,2015-04-15 16:50,Nacional,Servicios,Adjudicación Directa Federal,Mixta,730054,Contratación del servicio para la ambientación de un stand durante la Feria Aeroespacial México 2015,2015-04-16,2015-04-26,644750,MXN,Expirado,No,,,,2015-04-17 00:00:00 GMT,0,0,0,,Micro,"SERVICIOS INTEGRALES EN PROMOCIÓN Y COMUNICACIÓN, S.A. DE C.V.",,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=542742
APF,ASA,Aeropuertos y Servicios Auxiliares,009JZL002,ASA-Gerencia de Licitaciones 1,L.C. Luz Angelica Ortiz Arreola,797963,Contratación del servicio de edición y postproducción de una cápsula de video,07. Adjudicación Directa Nacional Art. 42 LAASSP,AA-009JZL002-N50-2015,,2015-04-13 18:10,2015-04-14 17:00,Nacional,Servicios,Adjudicación Directa Federal,Mixta,730080,Contratación del servicio de edición y postproducción de una cápsula de video,2015-04-16,2015-04-21,180000,MXN,Expirado,No,,,,2015-04-17 00:00:00 GMT,0,0,0,,Pequeña,LA TIENDA DE LA IMAGEN SA DE CV,Pequeña,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=541454
APF,ASA,Aeropuertos y Servicios Auxiliares,009JZL012,ASA-Administración del Aeropuerto Ciudad Victoria General Pedro J. Méndez,Daniel Ruben Zamarrón Acuña,794539,SERVICIO DE FUMIGACIÓN EN INSTALACIONES DEL AEROPUERTO CVM 2015   ,07. Adjudicación Directa Nacional Art. 42 LAASSP,AA-009JZL012-N7-2015,,2015-04-07 17:54,2015-04-13 09:00,Nacional,Servicios,Adjudicación Directa Federal,Mixta,722129,"SERVICIO DE FUMIGACIÓN, PREVENCIÓN Y CONTROL DE FAUNA NOCIVA EN LAS INSTALACIONES DEL AEROPUERTO DE CD. VICTORIA, TAMPS. ",2015-04-16,2015-12-15,68800,MXN,Activo,No,,,,2015-04-15 00:00:00 GMT,0,1,0,,Micro,GABRIEL HUMBERTO MORENO DELGADILLO,,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=538925
APF,ASA,Aeropuertos y Servicios Auxiliares,009JZL008,ASA-AEROPUEROS Y SERVICIOS  AUXILIARES,ALEJANDRO HERNANDEZ ORTEGA,782530,MANTENIMIENTO Y CONSER. DE EQ. ELECTROMECANICOS EN EL APTO INTERNAL QUETZALCOATL,01. Licitación Pública Nacional LAASSP,LA-009JZL008-N6-2015,2015-04-15 00:00:00 GMT,2015-03-26 02:00,2015-04-13 09:00,Nacional,Servicios,Licitación Pública,Mixta,723626, MANTENIMIENTO Y CONSER. DE EQ. ELECTROMECANICOS EN EL APTO INTERNAL QUETZALCOATL ,2015-04-15,2015-10-31,531170,MXN,Activo,No,,,,,0,0,0,,Pequeña,GABRIEL AGUILAR HERNANDEZ,,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=533874
APF,ASA,Aeropuertos y Servicios Auxiliares,009JZL001,ASA-Gerencia de Licitaciones 2,Miguel Ángel Bustos Guerrero,773405,IO N4 SERVICIO  MANTENIMIENTO HIDRANTE POSICION 52-A AEROPUERTO DE MEXICO,19. Invitación a cuando menos tres Nacional LOPSRM,IO-009JZL001-N4-2015,2015-03-26 00:00:00 GMT,2015-03-05 18:52,2015-03-20 11:00,Nacional,Obra Pública,Invitación a Cuando Menos 3 Personas,Mixta,714468,SERVICIO DE MANTENIMIENTO DEL HIDRANTE DE LA POSICIÓN 52-A DEL AEROPUERTO INTERNACIONAL DE LA CIUDAD DE MÉXICO.,2015-04-14,2015-05-16,984796.49,MXN,Activo,No,,,,2015-04-07 00:00:00 GMT,0,0,0,,Pequeña,MIRGO SA DE CV,Pequeña,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=523353
APF,ASA,Aeropuertos y Servicios Auxiliares,009JZL009,ASA-Aeropuerto Internacional de Ciudad Obregón,ALEJANDRO CUELLAR GIL,787648,MANTENIMIENTO PREVENTIVO A  ELEVADORES,12. Adjudicación Directa Nacional Simplificada LAASSP,SA-009JZL009-N14-2015,,,,Nacional,Servicios,Adjudicación Directa Federal,,721024,MANTENIMIENTO PREVENTIVO A ELEVADORES,2015-04-13,2016-01-01,85550,MXN,Activo,No,,,,2015-04-13 00:00:00 GMT,0,0,0,,No MIPYME,ELEVADORES SCHINDLER SA DE CV,Mediana,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=542511
APF,ASA,Aeropuertos y Servicios Auxiliares,009JZL006,"ASA-AEROPUERTO NACIONAL TAJIN DE POZA RICA, VERACRUZ",LUIS GERARDO MONTIEL VELAZQUEZ,770168,CONSERVACION Y MANTENIMIENTO DE INSTALACIONES ,16. Licitación Pública Nacional LOPSRM,LO-009JZL006-N5-2015,2015-03-26 00:00:00 GMT,2015-03-02 18:36,2015-03-20 10:00,Nacional,Obra Pública,Licitación Pública,Mixta,718861,CONSERVACION Y MANTENIMIENTO DE INSTALACIONES ,2015-04-12,2015-07-21,654991.6,MXN,Activo,No,,,,2015-04-07 00:00:00 GMT,0,0,0,,Pequeña,CONSTRUCCION DE INFRAESTRUCTURA Y MANTENIMIENTO SA DE CV,Pequeña,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=520829
APF,ASA,Aeropuertos y Servicios Auxiliares,009JZL006,"ASA-AEROPUERTO NACIONAL TAJIN DE POZA RICA, VERACRUZ",LUIS GERARDO MONTIEL VELAZQUEZ,768727,TRABAJOS DE DESMONTE EN CAMINO PERIMETRAL Y ÁREAS ANEXAS A FRANJA DE PISTA ,16. Licitación Pública Nacional LOPSRM,LO-009JZL006-N4-2015,2015-03-25 00:00:00 GMT,2015-03-02 18:08,2015-03-19 10:00,Nacional,Obra Pública,Licitación Pública,Mixta,718814,TRABAJOS DE DESMONTE EN CAMINO PERIMETRAL Y ÁREAS ANEXAS A FRANJA DE PISTA ,2015-04-12,2015-11-25,647062.65,MXN,Activo,No,,,,2015-04-07 00:00:00 GMT,0,0,0,,Pequeña,GLY GRUPO CONSTRUCTOR S DE RL DE CV,Micro,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=520278
APF,ASA,Aeropuertos y Servicios Auxiliares,009JZL001,ASA-Gerencia de Licitaciones 2,Miguel Ángel Bustos Guerrero,678418,"SO N114 REHABILITACION EDIFICIO TERMINAL PASAJERO EN APTO DE IXTEPEC, OAX",24. Adjudicación Directa Nacional Simplificada LOPSRM,SO-009JZL001-N114-2014,,2014-09-25 16:35,2014-10-13 12:00,Nacional,Obra Pública,Adjudicación Directa Federal,,722527,"REHABILITACIÓN EDIFICIO TERMINAL PASAJEROS (INCLUYE EQUIPAMIENTO) Y CONSTRUCCIÓN DEL EDIFICIO SEI (NUEVO); EN EL AEROPUERTO DE IXTEPEC, OAX.",2015-04-10,2015-05-15,4263876.54,MXN,Activo,No,,,,2015-04-09 00:00:00 GMT,0,0,1,,Mediana,"DISEÑO INGENIERIA Y MANUFACTURAS, S.A. DE C.V.",,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=457173
APF,ASA,Aeropuertos y Servicios Auxiliares,009JZL003,ASA-administración del Aeropuerto de Ciudad del Carmen Campeche,Moisés Ponce Espinosa,768065,Conformación de superficie y descope de arboles en franja de pista,16. Licitación Pública Nacional LOPSRM,LO-009JZL003-N3-2015,2015-03-27 00:00:00 GMT,2015-03-05 02:00,2015-03-20 10:00,Nacional,Obra Pública,Licitación Pública,Mixta,731435,CONFORMACION DE SUPERFICIE Y DESCOPE DE ARBOLES EN FRANJA DE PISTA,2015-04-08,2015-05-07,680175.2,MXN,Expirado,No,,,,,0,0,0,,Pequeña,MIGUEL CHAN GARCIA,Pequeña,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=519263
APF,ASA,Aeropuertos y Servicios Auxiliares,009JZL009,ASA-Aeropuerto Internacional de Ciudad Obregón,ALEJANDRO CUELLAR GIL,760339,Conservacion y Mantenimiento de Maquinaria y Equipo Aeropuerto,01. Licitación Pública Nacional LAASSP,LA-009JZL009-N4-2015,2015-03-27 00:00:00 GMT,2015-03-02 14:42,2015-03-17 17:00,Nacional,Servicios,Licitación Pública,Mixta,713757,Conservacion y Mantenimiento de Maquinaria y Equipo Aeropuerto,2015-04-07,2015-09-29,249900,MXN,Activo,No,,,,2015-04-06 00:00:00 GMT,0,0,0,,No MIPYME,MARIO ALBERTO CUAMEA ANAYA,Micro,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=513396
APF,ASA,Aeropuertos y Servicios Auxiliares,009JZL009,ASA-Aeropuerto Internacional de Ciudad Obregón,ALEJANDRO CUELLAR GIL,797570,Conservación y Mantenimiento Inmuebles Aeropuerto ,24. Adjudicación Directa Nacional Simplificada LOPSRM,SO-009JZL009-N16-2015,,,,Nacional,Obra Pública,Adjudicación Directa Federal,,719527,Conservación y Mantenimiento Inmuebles Aeropuerto ,2015-04-07,2015-09-22,1548873.8,MXN,Activo,No,,,,2015-04-07 00:00:00 GMT,0,0,0,,No MIPYME,CLARA ARMIDA FLORES RUELAS,Pequeña,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=541257
